pl_name,hostname,disc_year,discoverymethod,disc_facility 
"""Kepler-1522 b""","""Kepler-1522""",2016,"""Transit""","""Kepler"""
"""Kepler-738 b""","""Kepler-738""",2016,"""Transit""","""Kepler"""
"""Kepler-186 c""","""Kepler-186""",2014,"""Transit""","""Kepler"""
"""Kepler-191 b""","""Kepler-191""",2014,"""Transit""","""Kepler"""
"""Kepler-194 c""","""Kepler-194""",2014,"""Transit""","""Kepler"""
"""Kepler-750 b""","""Kepler-750""",2016,"""Transit""","""Kepler"""
"""Kepler-757 b""","""Kepler-757""",2016,"""Transit""","""Kepler"""
"""Kepler-276 b""","""Kepler-276""",2014,"""Transit""","""Kepler"""
"""Kepler-1210 b""","""Kepler-1210""",2016,"""Transit""","""Kepler"""
"""Kepler-1220 b""","""Kepler-1220""",2016,"""Transit""","""Kepler"""
"""Kepler-694 b""","""Kepler-694""",2016,"""Transit""","""Kepler"""
"""Kepler-238 f""","""Kepler-238""",2013,"""Transit""","""Kepler"""
"""Kepler-695 b""","""Kepler-695""",2016,"""Transit""","""Kepler"""
"""Kepler-243 c""","""Kepler-243""",2014,"""Transit""","""Kepler"""
"""Kepler-134 c""","""Kepler-134""",2014,"""Transit""","""Kepler"""
"""Kepler-1378 b""","""Kepler-1378""",2016,"""Transit""","""Kepler"""
"""Kepler-1388 b""","""Kepler-1388""",2016,"""Transit""","""Kepler"""
"""Kepler-328 b""","""Kepler-328""",2013,"""Transit""","""Kepler"""
"""Kepler-994 b""","""Kepler-994""",2016,"""Transit""","""Kepler"""
"""Kepler-217 c""","""Kepler-217""",2014,"""Transit""","""Kepler"""
"""Kepler-220 c""","""Kepler-220""",2014,"""Transit""","""Kepler"""
"""Kepler-222 d""","""Kepler-222""",2014,"""Transit""","""Kepler"""
"""Kepler-1505 b""","""Kepler-1505""",2016,"""Transit""","""Kepler"""
"""Kepler-1641 b""","""Kepler-1641""",2016,"""Transit""","""Kepler"""
"""PH2 b""","""PH2""",2013,"""Transit""","""Kepler"""
"""Kepler-675 b""","""Kepler-675""",2016,"""Transit""","""Kepler"""
"""Kepler-152 b""","""Kepler-152""",2014,"""Transit""","""Kepler"""
"""Kepler-773 b""","""Kepler-773""",2016,"""Transit""","""Kepler"""
"""Kepler-162 b""","""Kepler-162""",2014,"""Transit""","""Kepler"""
"""CoRoT-28 b""","""CoRoT-28""",2015,"""Transit""","""CoRoT"""
"""Kepler-1449 b""","""Kepler-1449""",2016,"""Transit""","""Kepler"""
"""Kepler-237 c""","""Kepler-237""",2014,"""Transit""","""Kepler"""
"""Kepler-267 d""","""Kepler-267""",2014,"""Transit""","""Kepler"""
"""Kepler-372 b""","""Kepler-372""",2014,"""Transit""","""Kepler"""
"""Kepler-84 c""","""Kepler-84""",2012,"""Transit""","""Kepler"""
"""Kepler-379 b""","""Kepler-379""",2014,"""Transit""","""Kepler"""
"""Kepler-342 c""","""Kepler-342""",2014,"""Transit""","""Kepler"""
"""Kepler-346 c""","""Kepler-346""",2014,"""Transit""","""Kepler"""
"""Kepler-1272 b""","""Kepler-1272""",2016,"""Transit""","""Kepler"""
"""Kepler-137 b""","""Kepler-137""",2014,"""Transit""","""Kepler"""
"""Kepler-1537 b""","""Kepler-1537""",2016,"""Transit""","""Kepler"""
"""Kepler-811 b""","""Kepler-811""",2016,"""Transit""","""Kepler"""
"""Kepler-1187 b""","""Kepler-1187""",2016,"""Transit""","""Kepler"""
"""KOI-351 g""","""KOI-351""",2013,"""Transit""","""Kepler"""
"""Kepler-899 b""","""Kepler-899""",2016,"""Transit""","""Kepler"""
"""Kepler-845 b""","""Kepler-845""",2016,"""Transit""","""Kepler"""
"""Kepler-752 b""","""Kepler-752""",2016,"""Transit""","""Kepler"""
"""PH2 b""","""PH2""",2013,"""Transit""","""Kepler"""
"""Kepler-416 b""","""Kepler-416""",2014,"""Transit Timing Variations""","""Kepler"""
"""Kepler-252 b""","""Kepler-252""",2014,"""Transit""","""Kepler"""
"""Kepler-1064 b""","""Kepler-1064""",2016,"""Transit""","""Kepler"""
"""Kepler-364 b""","""Kepler-364""",2014,"""Transit""","""Kepler"""
"""Kepler-163 b""","""Kepler-163""",2014,"""Transit""","""Kepler"""
"""Kepler-1282 b""","""Kepler-1282""",2016,"""Transit""","""Kepler"""
"""Kepler-230 c""","""Kepler-230""",2014,"""Transit""","""Kepler"""
"""Kepler-363 c""","""Kepler-363""",2014,"""Transit""","""Kepler"""
"""Kepler-67 b""","""Kepler-67""",2013,"""Transit""","""Kepler"""
"""Kepler-249 d""","""Kepler-249""",2014,"""Transit""","""Kepler"""
"""Kepler-886 b""","""Kepler-886""",2016,"""Transit""","""Kepler"""
"""Kepler-724 b""","""Kepler-724""",2016,"""Transit""","""Kepler"""
"""Kepler-257 d""","""Kepler-257""",2014,"""Transit""","""Kepler"""
"""Kepler-995 b""","""Kepler-995""",2016,"""Transit""","""Kepler"""
"""Kepler-612 b""","""Kepler-612""",2016,"""Transit""","""Kepler"""
"""Kepler-110 c""","""Kepler-110""",2014,"""Transit""","""Kepler"""
"""Kepler-464 b""","""Kepler-464""",2016,"""Transit""","""Kepler"""
"""Kepler-574 b""","""Kepler-574""",2016,"""Transit""","""Kepler"""
"""Kepler-262 c""","""Kepler-262""",2014,"""Transit""","""Kepler"""
"""Kepler-111 c""","""Kepler-111""",2014,"""Transit""","""Kepler"""
"""Kepler-117 b""","""Kepler-117""",2014,"""Transit""","""Kepler"""
"""Kepler-1113 b""","""Kepler-1113""",2016,"""Transit""","""Kepler"""
"""Kepler-796 b""","""Kepler-796""",2016,"""Transit""","""Kepler"""
"""Kepler-332 d""","""Kepler-332""",2014,"""Transit""","""Kepler"""
"""Kepler-769 b""","""Kepler-769""",2016,"""Transit""","""Kepler"""
"""Kepler-1051 b""","""Kepler-1051""",2016,"""Transit""","""Kepler"""
"""Kepler-85 e""","""Kepler-85""",2014,"""Transit""","""Kepler"""
"""Kepler-85 b""","""Kepler-85""",2012,"""Transit""","""Kepler"""
"""Kepler-1186 b""","""Kepler-1186""",2016,"""Transit""","""Kepler"""
"""Kepler-112 b""","""Kepler-112""",2014,"""Transit""","""Kepler"""
"""Kepler-578 b""","""Kepler-578""",2016,"""Transit""","""Kepler"""
"""Kepler-376 b""","""Kepler-376""",2014,"""Transit""","""Kepler"""
"""Kepler-317 b""","""Kepler-317""",2014,"""Transit""","""Kepler"""
"""Kepler-29 b""","""Kepler-29""",2011,"""Transit""","""Kepler"""
"""Kepler-79 e""","""Kepler-79""",2014,"""Transit""","""Kepler"""
"""Kepler-249 b""","""Kepler-249""",2014,"""Transit""","""Kepler"""
"""Kepler-1065 b""","""Kepler-1065""",2016,"""Transit""","""Kepler"""
"""Kepler-561 c""","""Kepler-561""",2016,"""Transit""","""Kepler"""
"""Kepler-508 b""","""Kepler-508""",2016,"""Transit""","""Kepler"""
"""Kepler-663 b""","""Kepler-663""",2016,"""Transit""","""Kepler"""
"""Kepler-102 f""","""Kepler-102""",2014,"""Transit""","""Kepler"""
"""Kepler-40 b""","""Kepler-40""",2010,"""Transit""","""Kepler"""
"""Kepler-1646 b""","""Kepler-1646""",2016,"""Transit""","""Kepler"""
"""Kepler-908 b""","""Kepler-908""",2016,"""Transit""","""Kepler"""
"""Kepler-344 b""","""Kepler-344""",2014,"""Transit""","""Kepler"""
"""Kepler-914 b""","""Kepler-914""",2016,"""Transit""","""Kepler"""
"""Kepler-270 b""","""Kepler-270""",2014,"""Transit""","""Kepler"""
"""Kepler-845 b""","""Kepler-845""",2016,"""Transit""","""Kepler"""
"""Kepler-800 b""","""Kepler-800""",2016,"""Transit""","""Kepler"""
"""Kepler-1328 b""","""Kepler-1328""",2016,"""Transit""","""Kepler"""
"""Kepler-391 c""","""Kepler-391""",2014,"""Transit""","""Kepler"""
"""Kepler-1593 b""","""Kepler-1593""",2016,"""Transit""","""Kepler"""
"""KOI-351 d""","""KOI-351""",2013,"""Transit""","""Kepler"""
"""Kepler-1200 b""","""Kepler-1200""",2016,"""Transit""","""Kepler"""
"""Kepler-262 c""","""Kepler-262""",2014,"""Transit""","""Kepler"""
"""Kepler-1055 b""","""Kepler-1055""",2016,"""Transit""","""Kepler"""
"""Kepler-259 b""","""Kepler-259""",2014,"""Transit""","""Kepler"""
"""Kepler-978 b""","""Kepler-978""",2016,"""Transit""","""Kepler"""
"""Kepler-304 d""","""Kepler-304""",2014,"""Transit""","""Kepler"""
"""Kepler-1347 b""","""Kepler-1347""",2016,"""Transit""","""Kepler"""
"""Kepler-354 b""","""Kepler-354""",2014,"""Transit""","""Kepler"""
"""Kepler-1218 b""","""Kepler-1218""",2016,"""Transit""","""Kepler"""
"""Kepler-182 b""","""Kepler-182""",2014,"""Transit""","""Kepler"""
"""Kepler-183 b""","""Kepler-183""",2014,"""Transit""","""Kepler"""
"""Kepler-602 b""","""Kepler-602""",2016,"""Transit""","""Kepler"""
"""Kepler-982 b""","""Kepler-982""",2016,"""Transit""","""Kepler"""
"""Kepler-597 b""","""Kepler-597""",2016,"""Transit""","""Kepler"""
"""Kepler-624 b""","""Kepler-624""",2016,"""Transit""","""Kepler"""
"""Kepler-631 b""","""Kepler-631""",2016,"""Transit""","""Kepler"""
"""Kepler-955 b""","""Kepler-955""",2016,"""Transit""","""Kepler"""
"""Kepler-1071 b""","""Kepler-1071""",2016,"""Transit""","""Kepler"""
"""Kepler-286 c""","""Kepler-286""",2014,"""Transit""","""Kepler"""
"""Kepler-1051 b""","""Kepler-1051""",2016,"""Transit""","""Kepler"""
"""Kepler-280 c""","""Kepler-280""",2014,"""Transit""","""Kepler"""
"""Kepler-801 b""","""Kepler-801""",2016,"""Transit""","""Kepler"""
"""Kepler-804 c""","""Kepler-804""",2016,"""Transit""","""Kepler"""
"""Kepler-288 c""","""Kepler-288""",2014,"""Transit""","""Kepler"""
"""Kepler-405 c""","""Kepler-405""",2014,"""Transit""","""Kepler"""
"""Kepler-932 b""","""Kepler-932""",2016,"""Transit""","""Kepler"""
"""Kepler-17 b""","""Kepler-17""",2011,"""Transit""","""Kepler"""
"""Kepler-1510 b""","""Kepler-1510""",2016,"""Transit""","""Kepler"""
"""Kepler-332 c""","""Kepler-332""",2014,"""Transit""","""Kepler"""
"""Kepler-1534 b""","""Kepler-1534""",2016,"""Transit""","""Kepler"""
"""Kepler-130 b""","""Kepler-130""",2014,"""Transit""","""Kepler"""
"""Kepler-395 b""","""Kepler-395""",2014,"""Transit""","""Kepler"""
"""Kepler-734 b""","""Kepler-734""",2016,"""Transit""","""Kepler"""
"""Kepler-32 d""","""Kepler-32""",2012,"""Transit""","""Kepler"""
"""Kepler-262 c""","""Kepler-262""",2014,"""Transit""","""Kepler"""
"""Kepler-18 b""","""Kepler-18""",2011,"""Transit""","""Kepler"""
"""EPIC 212737443 b""","""EPIC 212737443""",2019,"""Transit""","""K2"""
"""Kepler-358 b""","""Kepler-358""",2014,"""Transit""","""Kepler"""
"""Kepler-215 e""","""Kepler-215""",2014,"""Transit""","""Kepler"""
"""Kepler-158 c""","""Kepler-158""",2014,"""Transit""","""Kepler"""
"""Kepler-115 c""","""Kepler-115""",2014,"""Transit""","""Kepler"""
"""Kepler-229 c""","""Kepler-229""",2014,"""Transit""","""Kepler"""
"""Kepler-357 c""","""Kepler-357""",2014,"""Transit""","""Kepler"""
"""Kepler-1519 b""","""Kepler-1519""",2016,"""Transit""","""Kepler"""
"""Kepler-836 b""","""Kepler-836""",2016,"""Transit""","""Kepler"""
"""Kepler-629 b""","""Kepler-629""",2016,"""Transit""","""Kepler"""
"""Kepler-866 b""","""Kepler-866""",2016,"""Transit""","""Kepler"""
"""Kepler-107 c""","""Kepler-107""",2014,"""Transit""","""Kepler"""
"""Kepler-427 b""","""Kepler-427""",2014,"""Transit""","""Kepler"""
"""Kepler-32 c""","""Kepler-32""",2011,"""Transit""","""Kepler"""
"""Kepler-278 c""","""Kepler-278""",2014,"""Transit""","""Kepler"""
"""Kepler-1012 b""","""Kepler-1012""",2016,"""Transit""","""Kepler"""
"""Kepler-81 b""","""Kepler-81""",2012,"""Transit""","""Kepler"""
"""Kepler-26 b""","""Kepler-26""",2011,"""Transit""","""Kepler"""
"""Kepler-20 b""","""Kepler-20""",2011,"""Transit""","""Kepler"""
"""Kepler-654 b""","""Kepler-654""",2016,"""Transit""","""Kepler"""
"""Kepler-93 b""","""Kepler-93""",2014,"""Transit""","""Kepler"""
"""Kepler-228 d""","""Kepler-228""",2014,"""Transit""","""Kepler"""
"""Kepler-112 c""","""Kepler-112""",2014,"""Transit""","""Kepler"""
"""Kepler-195 b""","""Kepler-195""",2014,"""Transit""","""Kepler"""
"""Kepler-506 b""","""Kepler-506""",2016,"""Transit""","""Kepler"""
"""Kepler-85 d""","""Kepler-85""",2014,"""Transit""","""Kepler"""
"""Kepler-37 b""","""Kepler-37""",2013,"""Transit""","""Kepler"""
"""Kepler-56 c""","""Kepler-56""",2012,"""Transit""","""Kepler"""
"""Kepler-19 c""","""Kepler-19""",2011,"""Transit Timing Variations""","""Kepler"""
"""Kepler-562 b""","""Kepler-562""",2016,"""Transit""","""Kepler"""
"""Kepler-502 b""","""Kepler-502""",2016,"""Transit""","""Kepler"""
"""Kepler-107 b""","""Kepler-107""",2014,"""Transit""","""Kepler"""
"""Kepler-296 d""","""Kepler-296""",2014,"""Transit""","""Kepler"""
"""Kepler-1511 b""","""Kepler-1511""",2016,"""Transit""","""Kepler"""
"""Kepler-195 c""","""Kepler-195""",2014,"""Transit""","""Kepler"""
"""Kepler-669 b""","""Kepler-669""",2016,"""Transit""","""Kepler"""
"""Kepler-576 b""","""Kepler-576""",2016,"""Transit""","""Kepler"""
"""Kepler-481 b""","""Kepler-481""",2016,"""Transit""","""Kepler"""
"""2MASS J01225093-2439505 b""","""2MASS J01225093-2439505""",2013,"""Imaging""","""W. M. Keck Observatory"""
"""Kepler-1080 b""","""Kepler-1080""",2016,"""Transit""","""Kepler"""
"""Kepler-430 b""","""Kepler-430""",2015,"""Transit""","""Kepler"""
"""Kepler-154 d""","""Kepler-154""",2016,"""Transit""","""Kepler"""
"""Kepler-325 c""","""Kepler-325""",2014,"""Transit""","""Kepler"""
"""Kepler-323 b""","""Kepler-323""",2014,"""Transit""","""Kepler"""
"""Kepler-769 c""","""Kepler-769""",2016,"""Transit""","""Kepler"""
"""Kepler-264 b""","""Kepler-264""",2014,"""Transit""","""Kepler"""
"""Kepler-1119 b""","""Kepler-1119""",2016,"""Transit""","""Kepler"""
"""Kepler-467 b""","""Kepler-467""",2016,"""Transit""","""Kepler"""
"""Kepler-135 b""","""Kepler-135""",2014,"""Transit""","""Kepler"""
"""Kepler-9 c""","""Kepler-9""",2010,"""Transit""","""Kepler"""
"""Kepler-568 b""","""Kepler-568""",2016,"""Transit""","""Kepler"""
"""Kepler-132 c""","""Kepler-132""",2014,"""Transit""","""Kepler"""
"""Kepler-107 c""","""Kepler-107""",2014,"""Transit""","""Kepler"""
"""Kepler-304 e""","""Kepler-304""",2016,"""Transit""","""Kepler"""
"""Kepler-1458 b""","""Kepler-1458""",2016,"""Transit""","""Kepler"""
"""Kepler-1423 b""","""Kepler-1423""",2016,"""Transit""","""Kepler"""
"""Kepler-1580 b""","""Kepler-1580""",2016,"""Transit""","""Kepler"""
"""Kepler-206 d""","""Kepler-206""",2014,"""Transit""","""Kepler"""
"""Kepler-100 b""","""Kepler-100""",2014,"""Transit""","""Kepler"""
"""Kepler-292 d""","""Kepler-292""",2014,"""Transit""","""Kepler"""
"""Kepler-209 b""","""Kepler-209""",2014,"""Transit""","""Kepler"""
"""Kepler-402 d""","""Kepler-402""",2014,"""Transit""","""Kepler"""
"""Kepler-295 d""","""Kepler-295""",2014,"""Transit""","""Kepler"""
"""Kepler-717 b""","""Kepler-717""",2016,"""Transit""","""Kepler"""
"""Kepler-1503 b""","""Kepler-1503""",2016,"""Transit""","""Kepler"""
"""Kepler-587 b""","""Kepler-587""",2016,"""Transit""","""Kepler"""
"""Kepler-554 b""","""Kepler-554""",2016,"""Transit""","""Kepler"""
"""Kepler-1521 b""","""Kepler-1521""",2016,"""Transit""","""Kepler"""
"""Kepler-1044 b""","""Kepler-1044""",2016,"""Transit""","""Kepler"""
"""Kepler-922 b""","""Kepler-922""",2016,"""Transit""","""Kepler"""
"""Kepler-1061 b""","""Kepler-1061""",2016,"""Transit""","""Kepler"""
"""Kepler-1050 b""","""Kepler-1050""",2016,"""Transit""","""Kepler"""
"""KOI-351 h""","""KOI-351""",2013,"""Transit""","""Kepler"""
"""Kepler-199 c""","""Kepler-199""",2014,"""Transit""","""Kepler"""
"""Kepler-296 b""","""Kepler-296""",2014,"""Transit""","""Kepler"""
"""Kepler-403 c""","""Kepler-403""",2014,"""Transit""","""Kepler"""
"""Kepler-163 b""","""Kepler-163""",2014,"""Transit""","""Kepler"""
"""Kepler-1025 b""","""Kepler-1025""",2016,"""Transit""","""Kepler"""
"""Kepler-629 b""","""Kepler-629""",2016,"""Transit""","""Kepler"""
"""Kepler-367 b""","""Kepler-367""",2014,"""Transit""","""Kepler"""
"""Kepler-120 b""","""Kepler-120""",2014,"""Transit""","""Kepler"""
"""Kepler-1248 b""","""Kepler-1248""",2016,"""Transit""","""Kepler"""
"""Kepler-337 c""","""Kepler-337""",2014,"""Transit""","""Kepler"""
"""Kepler-147 b""","""Kepler-147""",2014,"""Transit""","""Kepler"""
"""Kepler-126 b""","""Kepler-126""",2014,"""Transit""","""Kepler"""
"""Kepler-619 b""","""Kepler-619""",2016,"""Transit""","""Kepler"""
"""Kepler-106 e""","""Kepler-106""",2014,"""Transit""","""Kepler"""
"""Kepler-240 c""","""Kepler-240""",2014,"""Transit""","""Kepler"""
"""Kepler-660 b""","""Kepler-660""",2016,"""Transit""","""Kepler"""
"""Kepler-752 b""","""Kepler-752""",2016,"""Transit""","""Kepler"""
"""Kepler-316 c""","""Kepler-316""",2014,"""Transit""","""Kepler"""
"""Kepler-1112 b""","""Kepler-1112""",2016,"""Transit""","""Kepler"""
"""Kepler-773 b""","""Kepler-773""",2016,"""Transit""","""Kepler"""
"""Kepler-399 d""","""Kepler-399""",2014,"""Transit""","""Kepler"""
"""Kepler-132 e""","""Kepler-132""",2016,"""Transit""","""Kepler"""
"""Kepler-1356 b""","""Kepler-1356""",2016,"""Transit""","""Kepler"""
"""Kepler-1367 b""","""Kepler-1367""",2016,"""Transit""","""Kepler"""
"""Kepler-308 c""","""Kepler-308""",2014,"""Transit""","""Kepler"""
"""Kepler-903 b""","""Kepler-903""",2016,"""Transit""","""Kepler"""
"""Kepler-920 b""","""Kepler-920""",2016,"""Transit""","""Kepler"""
"""Kepler-314 c""","""Kepler-314""",2014,"""Transit""","""Kepler"""
"""Kepler-249 d""","""Kepler-249""",2014,"""Transit""","""Kepler"""
"""Kepler-300 b""","""Kepler-300""",2014,"""Transit""","""Kepler"""
"""Kepler-505 b""","""Kepler-505""",2016,"""Transit""","""Kepler"""
"""Kepler-1455 b""","""Kepler-1455""",2016,"""Transit""","""Kepler"""
"""Kepler-1366 b""","""Kepler-1366""",2016,"""Transit""","""Kepler"""
"""Kepler-407 b""","""Kepler-407""",2014,"""Transit""","""Kepler"""
"""Kepler-1595 b""","""Kepler-1595""",2016,"""Transit""","""Kepler"""
"""Kepler-186 c""","""Kepler-186""",2014,"""Transit""","""Kepler"""
"""Kepler-904 b""","""Kepler-904""",2016,"""Transit""","""Kepler"""
"""Kepler-1344 b""","""Kepler-1344""",2016,"""Transit""","""Kepler"""
"""Kepler-1353 b""","""Kepler-1353""",2016,"""Transit""","""Kepler"""
"""Kepler-1589 b""","""Kepler-1589""",2016,"""Transit""","""Kepler"""
"""Kepler-444 c""","""Kepler-444""",2015,"""Transit""","""Kepler"""
"""Kepler-229 b""","""Kepler-229""",2014,"""Transit""","""Kepler"""
"""Kepler-128 b""","""Kepler-128""",2013,"""Transit""","""Kepler"""
"""Kepler-903 b""","""Kepler-903""",2016,"""Transit""","""Kepler"""
"""Kepler-147 b""","""Kepler-147""",2014,"""Transit""","""Kepler"""
"""Kepler-152 b""","""Kepler-152""",2014,"""Transit""","""Kepler"""
"""Kepler-887 c""","""Kepler-887""",2016,"""Transit""","""Kepler"""
"""Kepler-240 c""","""Kepler-240""",2014,"""Transit""","""Kepler"""
"""Kepler-739 b""","""Kepler-739""",2016,"""Transit""","""Kepler"""
"""Kepler-172 d""","""Kepler-172""",2014,"""Transit""","""Kepler"""
"""Kepler-658 b""","""Kepler-658""",2016,"""Transit""","""Kepler"""
"""Kepler-951 b""","""Kepler-951""",2016,"""Transit""","""Kepler"""
"""Kepler-736 b""","""Kepler-736""",2016,"""Transit""","""Kepler"""
"""Kepler-111 b""","""Kepler-111""",2014,"""Transit""","""Kepler"""
"""Kepler-301 b""","""Kepler-301""",2014,"""Transit""","""Kepler"""
"""Kepler-37 d""","""Kepler-37""",2013,"""Transit""","""Kepler"""
"""Kepler-42 b""","""Kepler-42""",2011,"""Transit""","""Kepler"""
"""Kepler-620 b""","""Kepler-620""",2016,"""Transit""","""Kepler"""
"""Kepler-382 b""","""Kepler-382""",2014,"""Transit""","""Kepler"""
"""Kepler-253 c""","""Kepler-253""",2014,"""Transit""","""Kepler"""
"""KOI-142 b""","""KOI-142""",2013,"""Transit""","""Kepler"""
"""Kepler-947 b""","""Kepler-947""",2016,"""Transit""","""Kepler"""
"""Kepler-1122 b""","""Kepler-1122""",2016,"""Transit""","""Kepler"""
"""Kepler-1366 b""","""Kepler-1366""",2016,"""Transit""","""Kepler"""
"""Kepler-235 d""","""Kepler-235""",2014,"""Transit""","""Kepler"""
"""Kepler-593 b""","""Kepler-593""",2016,"""Transit""","""Kepler"""
"""Kepler-1382 b""","""Kepler-1382""",2016,"""Transit""","""Kepler"""
"""Kepler-332 b""","""Kepler-332""",2014,"""Transit""","""Kepler"""
"""OGLE-TR-10 b""","""OGLE-TR-10""",2004,"""Transit""","""OGLE"""
"""Kepler-1371 b""","""Kepler-1371""",2016,"""Transit""","""Kepler"""
"""Kepler-1270 b""","""Kepler-1270""",2016,"""Transit""","""Kepler"""
"""Kepler-770 d""","""Kepler-770""",2016,"""Transit""","""Kepler"""
"""Kepler-1547 b""","""Kepler-1547""",2016,"""Transit""","""Kepler"""
"""Kepler-1210 b""","""Kepler-1210""",2016,"""Transit""","""Kepler"""
"""Kepler-817 b""","""Kepler-817""",2016,"""Transit""","""Kepler"""
"""Kepler-280 b""","""Kepler-280""",2014,"""Transit""","""Kepler"""
"""Kepler-1158 b""","""Kepler-1158""",2016,"""Transit""","""Kepler"""
